name,type1,type2,hp,atk,def,spa,spd,spe,ability1,ability2,ability3,moveset
Trumbeak,Normal,Flying,55,85,50,40,50,75,Keen Eye,Skill Link,Pickup,"aerialace, attract, brickbreak, bulletseed, confide, defog, doubleteam, drillpeck, echoedvoice, featherdance, flamecharge, fly, frustration, furyattack, growl, gunkshot, heatwave, hiddenpower, hypervoice, knockoff, peck, pluck, protect, rest, return, rockblast, rocksmash, roost, round, screech, skyattack, sleeptalk, smackdown, snore, steelwing, substitute, sunnyday, supersonic, swagger, swordsdance, tailwind, thief, toxic, uproar, uturn, workup"
Toucannon,Normal,Flying,80,120,75,75,75,60,Keen Eye,Skill Link,Sheer Force,"aerialace, attract, beakblast, brickbreak, bulletseed, confide, defog, doubleteam, drillpeck, echoedvoice, featherdance, flamecharge, flashcannon, fly, frustration, furyattack, growl, gunkshot, heatwave, hiddenpower, hypervoice, knockoff, overheat, peck, pluck, protect, rest, return, rockblast, rocksmash, roost, round, screech, seedbomb, skyattack, sleeptalk, smackdown, snore, steelwing, substitute, sunnyday, supersonic, swagger, swordsdance, tailwind, thief, toxic, uproar, uturn, workup"
Yungoos,Normal,NULL,48,70,30,30,30,45,Stakeout,Strong Jaw,Adaptability,"attract, bide, bite, confide, crunch, doubleteam, earthquake, echoedvoice, endeavor, facade, firefang, frustration, hiddenpower, hyperfang, icefang, irontail, lastresort, leer, mudslap, odorsleuth, payback, protect, pursuit, rest, return, revenge, rocktomb, round, sandattack, sandstorm, scaryface, shockwave, sleeptalk, snore, stompingtantrum, substitute, superfang, swagger, tackle, takedown, taunt, thief, thrash, thunderfang, torment, toxic, uproar, uturn, workup, yawn"
Gumshoos,Normal,NULL,88,110,60,55,60,45,Stakeout,Strong Jaw,Adaptability,"attract, bide, bite, block, bulldoze, confide, crunch, doubleteam, dualchop, earthquake, echoedvoice, endeavor, facade, firepunch, fling, frustration, hiddenpower, hyperfang, icepunch, ironhead, irontail, lastresort, leer, mudslap, odorsleuth, payback, protect, pursuit, rest, return, roar, rocktomb, round, sandattack, sandstorm, scaryface, shockwave, sleeptalk, snore, stompingtantrum, substitute, superfang, swagger, tackle, takedown, taunt, thief, thrash, thunderpunch, torment, toxic, uproar, uturn, workup, yawn, zenheadbutt"
Grubbin,Bug,NULL,47,62,45,55,45,46,Swarm,NULL,NULL,"acrobatics, attract, bite, bugbite, chargebeam, confide, crunch, dig, discharge, doubleteam, electroweb, endure, facade, frustration, harden, hiddenpower, lightscreen, magnetrise, mudshot, mudslap, poisonjab, protect, raindance, rest, return, risingvoltage, round, screech, shockwave, skittersmack, sleeptalk, snore, spark, stickyweb, stringshot, substitute, swagger, thunderbolt, thunderwave, toxic, visegrip, voltswitch, wildcharge, xscissor"
Charjabug,Bug,Electric,57,82,95,55,75,36,Battery,NULL,NULL,"acrobatics, attract, bite, bugbite, charge, chargebeam, confide, crunch, dig, discharge, doubleteam, eerieimpulse, electroball, electroweb, endure, facade, frustration, hiddenpower, irondefense, lightscreen, magnetrise, mudshot, mudslap, poisonjab, protect, raindance, rest, return, risingvoltage, round, screech, shockwave, skittersmack, sleeptalk, snore, spark, stickyweb, stringshot, substitute, swagger, thunderbolt, thunderwave, toxic, visegrip, voltswitch, wildcharge, xscissor"
Vikavolt,Bug,Electric,77,70,90,145,75,43,Levitate,NULL,NULL,"acrobatics, agility, airslash, attract, bite, bugbite, bugbuzz, charge, chargebeam, confide, crunch, dig, discharge, doubleteam, dualwingbeat, eerieimpulse, electroball, electroweb, endure, energyball, facade, flashcannon, fly, frustration, gigaimpact, guillotine, hiddenpower, hyperbeam, irondefense, laserfocus, lightscreen, magnetrise, mudshot, mudslap, poisonjab, protect, raindance, rest, return, risingvoltage, roost, round, screech, shockwave, signalbeam, skittersmack, skydrop, sleeptalk, snore, solarbeam, spark, stickyweb, stringshot, substitute, swagger, thunder, thunderbolt, thunderwave, toxic, visegrip, voltswitch, wildcharge, xscissor, zapcannon"
Crabrawler,Fighting,NULL,47,82,57,42,47,63,Hyper Cutter,Iron Fist,Anger Point,"amnesia, attract, brickbreak, brutalswing, bubble, bubblebeam, bulkup, bulldoze, closecombat, confide, crabhammer, dizzypunch, doubleteam, drainpunch, dualchop, dynamicpunch, earthquake, endeavor, facade, fling, focusblast, focuspunch, frostbreath, frustration, hiddenpower, icepunch, irondefense, ironhead, leer, payback, poweruppunch, protect, pursuit, raindance, rest, return, reversal, rockslide, rocksmash, rocktomb, round, scald, sleeptalk, snore, stoneedge, substitute, sunnyday, superpower, swagger, thief, thunderpunch, toxic, wideguard, workup, zenheadbutt"
Crabominable,Fighting,Ice,97,132,77,62,67,43,Hyper Cutter,Iron Fist,Anger Point,"attract, avalanche, blizzard, block, brickbreak, brutalswing, bubble, bubblebeam, bulkup, bulldoze, closecombat, confide, dizzypunch, doubleteam, drainpunch, dualchop, dynamicpunch, earthquake, endeavor, facade, fling, focusblast, focuspunch, frostbreath, frustration, gigaimpact, hail, hiddenpower, icebeam, icehammer, icepunch, icywind, irondefense, ironhead, leer, payback, poweruppunch, protect, pursuit, raindance, rest, return, reversal, rockslide, rocksmash, rocktomb, round, scald, sleeptalk, snore, stoneedge, substitute, sunnyday, superpower, swagger, thief, thunderpunch, toxic, workup, zenheadbutt"
Oricorio,Fire,Flying,75,70,70,98,70,93,Dancer,NULL,NULL,"acrobatics, aerialace, agility, aircutter, airslash, attract, batonpass, calmmind, captivate, confide, covet, defog, doubleslap, doubleteam, embargo, facade, featherdance, fly, frustration, growl, helpinghand, hiddenpower, hurricane, icywind, mirrormove, peck, pluck, pound, protect, quash, rest, return, revelationdance, roleplay, roost, round, safeguard, sandstorm, skyattack, sleeptalk, snore, steelwing, substitute, swagger, swordsdance, tailwind, taunt, teeterdance, toxic, uturn, workup"
Cutiefly,Bug,Fairy,40,45,40,55,40,84,Honey Gather,Shield Dust,Sweet Veil,"absorb, acrobatics, aerialace, afteryou, allyswitch, aromatherapy, aromaticmist, attract, batonpass, bestow, bugbite, bugbuzz, calmmind, charm, confide, covet, dazzlinggleam, defog, doubleteam, drainingkiss, dreameater, dualwingbeat, endure, energyball, facade, fairywind, faketears, frustration, helpinghand, hiddenpower, imprison, infestation, lastresort, leechlife, lightscreen, magicroom, moonblast, playrough, powder, protect, psychic, psychup, quiverdance, reflect, rest, return, roost, round, safeguard, signalbeam, silverwind, skillswap, sleeptalk, snore, speedswap, stickyweb, strugglebug, stunspore, substitute, sunnyday, swagger, sweetscent, swift, switcheroo, tailwind, telekinesis, thief, toxic, trick, uturn, wonderroom"
Ribombee,Bug,Fairy,60,55,60,95,70,124,Honey Gather,Shield Dust,Sweet Veil,"absorb, acrobatics, aerialace, afteryou, allyswitch, aromatherapy, attract, batonpass, bugbite, bugbuzz, calmmind, charm, confide, covet, dazzlinggleam, defog, doubleteam, drainingkiss, dreameater, dualwingbeat, endure, energyball, facade, fairywind, faketears, frustration, gigaimpact, helpinghand, hiddenpower, hyperbeam, imprison, infestation, lastresort, leechlife, lightscreen, magicalleaf, magicroom, naturepower, playrough, pollenpuff, protect, psychic, psychup, quiverdance, reflect, rest, return, roost, round, safeguard, signalbeam, silverwind, skillswap, sleeptalk, snore, solarbeam, speedswap, strugglebug, stunspore, substitute, sunnyday, swagger, sweetscent, swift, switcheroo, tailwind, telekinesis, thief, toxic, trick, uturn, wonderroom"
Rockruff,Rock,NULL,45,65,40,30,40,60,Keen Eye,Vital Spirit,Steadfast,"attract, bite, confide, covet, crunch, crushclaw, doubleteam, earthpower, echoedvoice, endeavor, endure, facade, firefang, frustration, hiddenpower, howl, hypervoice, irondefense, ironhead, irontail, lastresort, leer, odorsleuth, playrough, protect, rest, return, roar, rockclimb, rockpolish, rockslide, rockthrow, rocktomb, round, sandattack, scaryface, sleeptalk, snarl, snore, stealthrock, stompingtantrum, stoneedge, substitute, suckerpunch, swagger, swordsdance, tackle, taunt, thrash, thunderfang, toxic, zenheadbutt"
Lycanroc,Rock,NULL,75,115,65,55,65,112,Keen Eye,Sand Rush,Steadfast,"accelerock, agility, assurance, attract, bite, brickbreak, bulkup, closecombat, confide, covet, crunch, doubleteam, drillrun, earthpower, echoedvoice, endeavor, endure, facade, firefang, frustration, gigaimpact, hiddenpower, howl, hypervoice, irondefense, ironhead, irontail, lastresort, leer, odorsleuth, playrough, protect, psychicfangs, quickattack, quickguard, rest, return, roar, rockblast, rockclimb, rockpolish, rockslide, rockthrow, rocktomb, round, sandattack, sandstorm, scaryface, sleeptalk, snarl, snore, stealthrock, stompingtantrum, stoneedge, substitute, suckerpunch, swagger, swift, swordsdance, tackle, tailslap, taunt, thunderfang, toxic, zenheadbutt"
Mareanie,Poison,Water,50,53,62,43,52,45,Merciless,Limber,Regenerator,"afteryou, attract, bite, blizzard, brine, confide, covet, doubleteam, endure, facade, frostbreath, frustration, gastroacid, gunkshot, hail, haze, hiddenpower, hydropump, icebeam, icywind, infestation, irondefense, knockoff, liquidation, magiccoat, muddywater, mudshot, painsplit, payback, peck, pinmissile, poisonjab, poisonsting, protect, raindance, recover, rest, return, round, safeguard, scald, sleeptalk, sludgebomb, sludgewave, snatch, snore, spikecannon, spite, spitup, stockpile, substitute, surf, swagger, swallow, toxic, toxicspikes, venomdrench, venoshock, waterpulse, wideguard"
Toxapex,Poison,Water,50,63,152,53,142,35,Merciless,Limber,Regenerator,"afteryou, attract, banefulbunker, bite, blizzard, block, brine, confide, covet, crosspoison, doubleteam, endure, facade, frostbreath, frustration, gastroacid, gunkshot, hail, hex, hiddenpower, hydropump, icebeam, icywind, infestation, irondefense, knockoff, lightscreen, liquidation, magiccoat, muddywater, mudshot, painsplit, payback, peck, pinmissile, poisonjab, poisonsting, protect, raindance, recover, rest, return, round, safeguard, scald, sleeptalk, sludgebomb, sludgewave, smackdown, snatch, snore, spikecannon, spite, substitute, surf, swagger, toxic, toxicspikes, venomdrench, venoshock, waterpulse, wideguard"
Mudbray,Ground,NULL,70,100,70,45,55,45,Own Tempo,Stamina,Inner Focus,"attract, bide, bodyslam, bulldoze, closecombat, confide, counter, doubleedge, doublekick, doubleteam, earthpower, earthquake, endeavor, endure, facade, fissure, frustration, heavyslam, hiddenpower, highhorsepower, irondefense, ironhead, lowkick, lowsweep, magnitude, megakick, mudbomb, mudslap, mudsport, payback, protect, rest, return, roar, rockslide, rocksmash, rocktomb, rototiller, round, sandstorm, sandtomb, sleeptalk, smackdown, snore, stealthrock, stomp, stompingtantrum, strength, substitute, superpower, swagger, toxic"
Mudsdale,Ground,NULL,100,125,100,55,85,35,Own Tempo,Stamina,Inner Focus,"attract, bide, bodypress, bodyslam, bulldoze, closecombat, confide, counter, doublekick, doubleteam, earthpower, earthquake, endeavor, endure, facade, focusblast, frustration, gigaimpact, heavyslam, hiddenpower, highhorsepower, hyperbeam, irondefense, ironhead, lashout, lowkick, lowsweep, megakick, mudshot, mudslap, mudsport, payback, protect, rest, return, revenge, roar, rockslide, rocksmash, rocktomb, rototiller, round, sandstorm, sandtomb, scaryface, sleeptalk, snore, stealthrock, stomp, stompingtantrum, strength, substitute, superpower, swagger, toxic"
Dewpider,Water,Bug,38,40,52,40,72,27,Water Bubble,Water Absorb,NULL,"aquaring, attract, aurorabeam, bite, blizzard, bubble, bubblebeam, bugbite, bugbuzz, confide, crunch, doubleteam, endure, entrainment, facade, frostbreath, frustration, gigadrain, headbutt, hiddenpower, icebeam, icywind, infestation, irondefense, leechlife, liquidation, lunge, magiccoat, magicroom, mirrorcoat, poisonjab, powersplit, protect, raindance, rest, return, round, scald, signalbeam, skittersmack, sleeptalk, snore, soak, spiderweb, spitup, stickyweb, stockpile, substitute, surf, swagger, toxic, waterfall, watergun, waterpulse, watersport, wonderroom, xscissor"
Araquanid,Water,Bug,68,70,92,50,132,42,Water Bubble,Water Absorb,NULL,"aquaring, attract, bite, blizzard, bubble, bubblebeam, bugbite, bugbuzz, confide, crunch, dive, doubleteam, endure, entrainment, facade, frostbreath, frustration, gigadrain, headbutt, hiddenpower, hydropump, icebeam, icywind, infestation, irondefense, laserfocus, leechlife, liquidation, lunge, magiccoat, magicroom, mirrorcoat, poisonjab, protect, raindance, reflect, rest, return, round, safeguard, scald, signalbeam, skittersmack, sleeptalk, snore, soak, spiderweb, substitute, surf, swagger, toxic, waterfall, watergun, waterpulse, wideguard, wonderroom, xscissor"
Fomantis,Grass,NULL,40,55,35,50,35,35,Leaf Guard,Contrary,NULL,"aromatherapy, attract, bugbite, bulletseed, confide, defog, doubleteam, dualchop, endure, energyball, facade, falseswipe, fling, frustration, furycutter, gigadrain, grassknot, grassyglide, growth, hiddenpower, ingrain, leafage, leafblade, leafstorm, leechlife, magicalleaf, naturepower, payback, poisonjab, protect, razorleaf, rest, return, round, safeguard, seedbomb, signalbeam, slash, sleeptalk, snore, solarbeam, substitute, sunnyday, swagger, sweetscent, swordsdance, synthesis, toxic, weatherball, worryseed, xscissor"
Lurantis,Grass,NULL,70,105,90,80,90,45,Leaf Guard,Contrary,NULL,"aerialace, attract, brickbreak, bugbite, bulletseed, confide, crosspoison, defog, doubleteam, dualchop, endure, energyball, facade, falseswipe, fling, frustration, furycutter, gigadrain, gigaimpact, grassknot, grassyglide, grassyterrain, growth, hiddenpower, hyperbeam, ingrain, knockoff, laserfocus, leafage, leafblade, leafstorm, leechlife, lowsweep, magicalleaf, naturepower, nightslash, payback, petalblizzard, poisonjab, protect, psychocut, razorleaf, rest, return, round, safeguard, seedbomb, signalbeam, slash, sleeptalk, snore, solarbeam, solarblade, substitute, sunnyday, superpower, swagger, sweetscent, swordsdance, synthesis, toxic, weatherball, worryseed, xscissor"
Morelull,Grass,Fairy,40,35,55,65,75,15,Illuminate,Effect Spore,Rain Dish,"absorb, afteryou, amnesia, astonish, attract, confide, confuseray, dazzlinggleam, doubleteam, drainingkiss, dreameater, endure, energyball, facade, flash, frustration, gigadrain, grassknot, growth, hiddenpower, ingrain, leechseed, lightscreen, magiccoat, magicroom, megadrain, moonblast, moonlight, naturepower, poisonpowder, pollenpuff, protect, recycle, rest, return, round, safeguard, seedbomb, signalbeam, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, spore, spotlight, strengthsap, stunspore, substitute, sunnyday, swagger, synthesis, thunderwave, toxic, wonderroom, worryseed"
Shiinotic,Grass,Fairy,60,45,80,90,100,30,Illuminate,Effect Spore,Rain Dish,"absorb, afteryou, amnesia, astonish, attract, chargebeam, confide, confuseray, dazzlinggleam, doubleteam, drainingkiss, drainpunch, dreameater, endure, energyball, facade, flash, frustration, gigadrain, gigaimpact, grassknot, hiddenpower, hyperbeam, ingrain, lightscreen, magiccoat, magicroom, megadrain, moonblast, moonlight, naturepower, pollenpuff, protect, raindance, recycle, rest, return, round, safeguard, seedbomb, signalbeam, sleeppowder, sleeptalk, sludgebomb, snore, solarbeam, spore, spotlight, strengthsap, substitute, sunnyday, swagger, synthesis, thunderwave, toxic, weatherball, wonderroom, worryseed"
Salandit,Poison,Fire,48,44,40,71,40,77,Corrosion,Oblivious,NULL,"attract, beatup, belch, confide, covet, doubleslap, doubleteam, dragonclaw, dragonpulse, dragonrage, ember, endeavor, endure, facade, fakeout, fireblast, flameburst, flamecharge, flamethrower, fling, foulplay, frustration, gunkshot, heatwave, helpinghand, hiddenpower, incinerate, irontail, knockoff, leechlife, mudslap, nastyplot, overheat, payback, poisonfang, poisongas, poisonjab, protect, rest, return, round, sandattack, scaleshot, scratch, shadowclaw, skittersmack, sleeptalk, sludgebomb, sludgewave, smog, snatch, snore, substitute, swagger, sweetscent, swift, taunt, thief, thunderwave, torment, toxic, venomdrench, venoshock, willowisp"
Salazzle,Poison,Fire,68,64,60,111,60,117,Corrosion,Oblivious,NULL,"acrobatics, attract, beatup, breakingswipe, captivate, confide, corrosivegas, covet, crosspoison, disable, doubleslap, doubleteam, dragonclaw, dragondance, dragonpulse, dragonrage, dragontail, ember, encore, endeavor, endure, facade, fakeout, faketears, fireblast, firelash, flameburst, flamecharge, flamethrower, flareblitz, fling, foulplay, frustration, gunkshot, heatwave, helpinghand, hiddenpower, incinerate, irontail, knockoff, laserfocus, leechlife, nastyplot, overheat, payback, poisonfang, poisongas, poisonjab, pound, protect, rest, return, round, scaleshot, scratch, shadowclaw, skittersmack, sleeptalk, sludgebomb, sludgewave, smog, snatch, snore, substitute, swagger, sweetscent, swift, taunt, thief, thunderwave, torment, toxic, venomdrench, venoshock, willowisp"
Stufful,Normal,Fighting,70,75,50,45,50,50,Fluffy,Klutz,Cute Charm,"aerialace, attract, babydolleyes, bide, bind, brickbreak, brutalswing, bulkup, bulldoze, charm, coaching, confide, defensecurl, doubleedge, doubleteam, dualchop, earthquake, endure, facade, flail, fling, focusblast, focuspunch, forcepalm, frustration, hammerarm, hiddenpower, icepunch, ironhead, leer, lowsweep, megakick, megapunch, painsplit, payback, protect, rest, return, roar, rockslide, rocktomb, roleplay, rollout, round, sleeptalk, snore, stomp, stompingtantrum, strength, substitute, superpower, swagger, swordsdance, tackle, takedown, taunt, thrash, thunderpunch, toxic, wideguard, workup, zenheadbutt"
Bewear,Normal,Fighting,120,125,80,55,60,60,Fluffy,Klutz,Unnerve,"aerialace, attract, babydolleyes, bide, bind, bodypress, bodyslam, brickbreak, brutalswing, bulkup, bulldoze, charm, closecombat, coaching, confide, darkestlariat, doubleedge, doubleteam, dragonclaw, drainpunch, dualchop, earthquake, endure, facade, flail, fling, focusblast, focuspunch, frustration, gigaimpact, hammerarm, hiddenpower, highhorsepower, hyperbeam, icepunch, ironhead, leer, lowkick, lowsweep, megakick, megapunch, painsplit, payback, protect, rest, return, revenge, reversal, roar, rockslide, rocktomb, roleplay, round, shadowclaw, sleeptalk, snore, stompingtantrum, strength, substitute, superpower, swagger, swordsdance, tackle, takedown, taunt, thrash, thunderpunch, toxic, workup, zenheadbutt"
Bounsweet,Grass,NULL,42,30,38,30,38,32,Leaf Guard,Oblivious,Sweet Veil,"acupressure, aromatherapy, aromaticmist, attract, bounce, charm, confide, covet, dazzlinggleam, doubleteam, drainingkiss, endeavor, endure, energyball, facade, feint, flail, frustration, gigadrain, grassknot, grasswhistle, grassyglide, helpinghand, hiddenpower, lightscreen, magicalleaf, naturepower, playnice, playrough, protect, rapidspin, razorleaf, reflect, rest, return, round, safeguard, seedbomb, sleeptalk, snore, solarbeam, splash, substitute, sunnyday, swagger, sweetscent, synthesis, teeterdance, toxic, worryseed, zenheadbutt"
Steenee,Grass,NULL,52,40,48,40,48,62,Leaf Guard,Oblivious,Sweet Veil,"aromatherapy, aromaticmist, attract, bounce, captivate, charm, confide, covet, dazzlinggleam, doubleslap, doubleteam, drainingkiss, endeavor, endure, energyball, facade, flail, fling, frustration, gigadrain, grassknot, grassyglide, helpinghand, hiddenpower, knockoff, leafstorm, lightscreen, lowsweep, magicalleaf, naturepower, payback, playnice, playrough, protect, rapidspin, razorleaf, reflect, rest, return, round, safeguard, seedbomb, sleeptalk, snore, solarbeam, splash, stomp, substitute, sunnyday, swagger, sweetscent, synthesis, teeterdance, toxic, tripleaxel, worryseed, zenheadbutt"
Tsareena,Grass,NULL,72,120,98,50,98,72,Leaf Guard,Queenly Majesty,Sweet Veil,"acrobatics, aromatherapy, aromaticmist, attract, bounce, captivate, charm, confide, covet, dazzlinggleam, doubleslap, doubleteam, drainingkiss, endeavor, endure, energyball, facade, flail, fling, frustration, gigadrain, gigaimpact, grassknot, grassyglide, helpinghand, hiddenpower, highjumpkick, hyperbeam, knockoff, laserfocus, leafstorm, lightscreen, lowkick, lowsweep, magicalleaf, megakick, naturepower, payback, playnice, playrough, powerwhip, protect, punishment, rapidspin, razorleaf, reflect, rest, return, round, safeguard, seedbomb, sleeptalk, snore, solarbeam, solarblade, splash, stomp, substitute, sunnyday, swagger, sweetscent, synthesis, taunt, teeterdance, toxic, tripleaxel, tropkick, uturn, worryseed, zenheadbutt"
Comfey,Fairy,NULL,51,52,90,82,110,100,Flower Veil,Triage,Natural Cure,"acrobatics, afteryou, allyswitch, amnesia, aromatherapy, attract, bind, bulletseed, calmmind, celebrate, charm, confide, covet, dazzlinggleam, defog, doubleteam, drainingkiss, echoedvoice, encore, endure, energyball, facade, fling, floralhealing, flowershield, frustration, gigadrain, grassknot, grassyglide, grassyterrain, growth, healbell, helpinghand, hiddenpower, hyperbeam, leaftornado, leechseed, lightscreen, luckychant, magicalleaf, magiccoat, naturalgift, naturepower, painsplit, petalblizzard, petaldance, playrough, pollenpuff, protect, psychup, rest, return, roleplay, round, safeguard, seedbomb, sleeptalk, snore, solarbeam, storedpower, substitute, sunnyday, swagger, sweetkiss, sweetscent, synthesis, tailwind, taunt, telekinesis, thief, toxic, trick, trickroom, uturn, vinewhip, worryseed, wrap"
Oranguru,Normal,Psychic,90,60,80,90,110,60,Inner Focus,Telepathy,Symbiosis,"afteryou, allyswitch, attract, block, brickbreak, brutalswing, bulldoze, calmmind, chargebeam, confide, confusion, covet, doubleteam, dreameater, earthquake, embargo, encore, endure, energyball, expandingforce, extrasensory, facade, feintattack, fling, focusblast, foulplay, frustration, futuresight, gigaimpact, gravity, hiddenpower, hyperbeam, imprison, instruct, knockoff, lastresort, lightscreen, magiccoat, magicroom, megakick, megapunch, nastyplot, naturepower, painsplit, payback, protect, psychic, psychicterrain, psychup, psyshock, quash, raindance, reflect, rest, return, rockslide, round, safeguard, shadowball, sleeptalk, snatch, snore, spite, storedpower, substitute, sunnyday, swagger, taunt, telekinesis, terrainpulse, thunder, thunderbolt, toxic, trick, trickroom, wonderroom, workup, yawn, zenheadbutt"
Passimian,Fighting,NULL,100,120,90,40,60,80,Receiver,Defiant,NULL,"acrobatics, aerialace, assurance, attract, beatup, bestow, block, brickbreak, brutalswing, bulkup, bulldoze, closecombat, coaching, confide, counter, doubleedge, doubleteam, drainpunch, earthquake, electroweb, endeavor, endure, energyball, facade, feint, fling, focusblast, focusenergy, focuspunch, frustration, gigaimpact, grassknot, gunkshot, gyroball, hiddenpower, hyperbeam, ironhead, irontail, knockoff, laserfocus, leer, lowsweep, megakick, megapunch, payback, protect, quickattack, quickguard, raindance, rest, retaliate, return, revenge, reversal, rockslide, rocksmash, rocktomb, round, scaryface, seedbomb, seismictoss, shadowball, shockwave, sleeptalk, smackdown, snatch, snore, substitute, sunnyday, superpower, swagger, tackle, takedown, taunt, thief, thrash, toxic, uproar, uturn, vitalthrow, workup"
Wimpod,Bug,Water,25,35,40,20,30,80,Wimp Out,NULL,NULL,"aquajet, assurance, attract, bugbuzz, confide, defensecurl, doubleteam, endure, facade, frustration, hail, harden, hiddenpower, leechlife, metalclaw, mudshot, protect, raindance, rest, return, rollout, round, sandattack, scald, screech, skittersmack, sleeptalk, snore, spikes, strugglebug, substitute, surf, swagger, swift, taunt, toxic, waterfall, wideguard"
Golisopod,Bug,Water,75,125,140,60,90,40,Emergency Exit,NULL,NULL,"aerialace, assurance, attract, blizzard, brickbreak, bugbite, bugbuzz, bulkup, closecombat, confide, darkpulse, defensecurl, dive, doubleteam, drillrun, dualchop, endeavor, endure, facade, falseswipe, firstimpression, fling, focusblast, frostbreath, frustration, furycutter, gigaimpact, hail, hiddenpower, hyperbeam, icebeam, icywind, irondefense, ironhead, knockoff, laserfocus, leechlife, liquidation, muddywater, mudshot, painsplit, payback, pinmissile, poisonjab, protect, psychup, raindance, razorshell, rest, return, rockslide, rocksmash, rocktomb, round, sandattack, scald, screech, shadowclaw, skittersmack, slash, sleeptalk, sludgebomb, sludgewave, snarl, snore, spikes, spite, strugglebug, substitute, suckerpunch, surf, swagger, swift, swordsdance, taunt, throatchop, toxic, venoshock, waterfall, waterpulse, xscissor"
Sandygast,Ghost,Ground,55,55,80,70,45,15,Water Compaction,Sand Veil,NULL,"absorb, afteryou, amnesia, ancientpower, astonish, attract, block, brine, bulldoze, confide, curse, destinybond, doubleteam, earthpower, earthquake, endure, energyball, facade, frustration, gigadrain, gravity, harden, hiddenpower, hypnosis, infestation, irondefense, megadrain, mudshot, painsplit, poltergeist, protect, psychic, recycle, rest, return, rockpolish, rockslide, rocktomb, roleplay, round, sandattack, sandstorm, sandtomb, scorchingsands, shadowball, shoreup, skillswap, sleeptalk, sludgebomb, snore, spite, spitup, stealthrock, stockpile, stoneedge, substitute, swagger, swallow, toxic, trick"
Palossand,Ghost,Ground,85,75,110,100,75,35,Water Compaction,Sand Veil,NULL,"absorb, afteryou, amnesia, astonish, attract, block, brine, bulldoze, confide, doubleteam, earthpower, earthquake, embargo, endure, energyball, facade, fling, frustration, gigadrain, gigaimpact, gravity, harden, hiddenpower, hypnosis, infestation, irondefense, megadrain, mudshot, painsplit, poltergeist, protect, psychic, quash, recycle, rest, return, rockpolish, rockslide, rocktomb, roleplay, round, sandattack, sandstorm, sandtomb, scorchingsands, shadowball, shoreup, skillswap, sleeptalk, sludgebomb, snore, spite, stealthrock, stoneedge, substitute, swagger, terrainpulse, toxic, trick"
Pyukumuku,Water,NULL,55,60,130,30,130,5,Innards Out,Unaware,NULL,"attract, batonpass, bestow, bide, block, confide, counter, curse, doubleteam, endure, gastroacid, hail, harden, helpinghand, lightscreen, memento, mirrorcoat, mudsport, painsplit, protect, psychup, purify, quash, raindance, recover, recycle, reflect, rest, safeguard, screech, sleeptalk, soak, spite, substitute, swagger, taunt, tickle, toxic, venomdrench, watersport"
Silvally,Normal,NULL,95,95,95,95,95,95,RKS System,NULL,NULL,"aerialace, airslash, bite, confide, crunch, crushclaw, defog, doubleedge, doublehit, doubleteam, dracometeor, dragonclaw, endure, explosion, facade, firefang, firepledge, flamecharge, flamethrower, flashcannon, frustration, gigaimpact, grasspledge, hail, healblock, heatwave, hiddenpower, hyperbeam, hypervoice, icebeam, icefang, icywind, imprison, irondefense, ironhead, laserfocus, lastresort, magiccoat, metalsound, multiattack, outrage, partingshot, payback, poisonfang, protect, psychicfangs, punishment, pursuit, rage, raindance, razorwind, rest, return, reversal, roar, rockslide, round, sandstorm, scaryface, selfdestruct, shadowball, shadowclaw, signalbeam, sleeptalk, snarl, snore, steelbeam, steelwing, substitute, sunnyday, surf, swagger, swift, swordsdance, tackle, tailwind, takedown, terrainpulse, thunderbolt, thunderfang, thunderwave, toxic, triattack, uturn, waterpledge, workup, xscissor, zenheadbutt"
Minior,Rock,Flying,60,100,60,100,60,120,Shields Down,NULL,NULL,"acrobatics, ancientpower, attract, autotomize, bulldoze, calmmind, chargebeam, confide, confuseray, cosmicpower, dazzlinggleam, defensecurl, doubleedge, doubleteam, earthquake, endeavor, explosion, facade, frustration, gigaimpact, gravity, gyroball, hiddenpower, hyperbeam, ironhead, lastresort, lightscreen, magnetrise, powergem, protect, psychic, psychup, reflect, rest, return, rockpolish, rockslide, rocktomb, rollout, round, safeguard, sandstorm, selfdestruct, shellsmash, sleeptalk, snore, solarbeam, stealthrock, stoneedge, substitute, swagger, swift, tackle, takedown, telekinesis, toxic, uturn, zenheadbutt"
Komala,Normal,NULL,65,115,65,75,95,65,Comatose,NULL,NULL,"acrobatics, attract, brickbreak, bulkup, bulldoze, calmmind, charm, confide, defensecurl, doubleteam, earthquake, endeavor, facade, flail, frustration, hiddenpower, ironhead, knockoff, lastresort, lowsweep, payback, playrough, protect, psychup, quash, rapidspin, return, rockslide, rollout, round, shadowclaw, sing, slam, sleeptalk, snore, spitup, stockpile, stompingtantrum, substitute, suckerpunch, sunnyday, superpower, swagger, swallow, swordsdance, thrash, toxic, uturn, wish, woodhammer, workup, yawn, zenheadbutt"
